mode,set_size_bit,set_size,num_clients_per_server,max_weight,recommended_weight_scale_div
random,16,65536,7,8192,8192
random,16,65536,7,1000000,1048576
random,16,65536,7,8000000,8388608
random,16,65536,8,8192,8192
random,16,65536,8,1000000,1048576
random,16,65536,8,8000000,8388608
random,16,65536,9,8192,8192
random,16,65536,9,1000000,1048576
random,16,65536,9,8000000,8388608
random,16,65536,10,8192,8192
random,16,65536,10,1000000,1048576
random,16,65536,10,8000000,8388608
random,16,65536,11,8192,8192
random,16,65536,11,1000000,1048576
random,16,65536,11,8000000,8388608
random,16,65536,12,8192,8192
random,16,65536,12,1000000,1048576
random,16,65536,12,8000000,8388608
random,16,65536,13,8192,8192
random,16,65536,13,1000000,1048576
random,16,65536,13,8000000,8388608
random,16,65536,14,8192,8192
random,16,65536,14,1000000,1048576
random,16,65536,14,8000000,8388608
random,16,65536,15,8192,8192
random,16,65536,15,1000000,1048576
random,16,65536,15,8000000,8388608
random,16,65536,16,8192,8192
random,16,65536,16,1000000,1048576
random,16,65536,16,8000000,8388608
random,16,65536,17,8192,8192
random,16,65536,17,1000000,1048576
random,16,65536,17,8000000,8388608
random,16,65536,18,8192,8192
random,16,65536,18,1000000,1048576
random,16,65536,18,8000000,8388608
random,16,65536,19,8192,8192
random,16,65536,19,1000000,1048576
random,16,65536,19,8000000,8388608
random,16,65536,20,8192,8192
random,16,65536,20,1000000,1048576
random,16,65536,20,8000000,8388608
random,17,131072,1,8192,8192
random,17,131072,1,1000000,1048576
random,17,131072,1,8000000,8388608
random,17,131072,2,8192,8192
random,17,131072,2,1000000,1048576
random,17,131072,2,8000000,8388608
random,17,131072,3,8192,8192
random,17,131072,3,1000000,1048576
random,17,131072,3,8000000,8388608
random,17,131072,4,8192,8192
random,17,131072,4,1000000,1048576
random,17,131072,4,8000000,8388608
random,17,131072,5,8192,8192
random,17,131072,5,1000000,1048576
random,17,131072,5,8000000,8388608
random,17,131072,6,8192,8192
random,17,131072,6,1000000,1048576
random,17,131072,6,8000000,8388608
random,17,131072,7,8192,8192
random,17,131072,7,1000000,1048576
random,17,131072,7,8000000,8388608
random,17,131072,8,8192,8192
random,17,131072,8,1000000,1048576
random,17,131072,8,8000000,8388608
random,17,131072,9,8192,8192
random,17,131072,9,1000000,1048576
random,17,131072,9,8000000,8388608
random,17,131072,10,8192,8192
random,17,131072,10,1000000,1048576
random,17,131072,10,8000000,8388608
random,17,131072,11,8192,8192
random,17,131072,11,1000000,1048576
random,17,131072,11,8000000,8388608
random,17,131072,12,8192,8192
random,17,131072,12,1000000,1048576
random,17,131072,12,8000000,8388608
random,17,131072,13,8192,8192
random,17,131072,13,1000000,1048576
random,17,131072,13,8000000,8388608
random,17,131072,14,8192,8192
random,17,131072,14,1000000,1048576
random,17,131072,14,8000000,8388608
random,17,131072,15,8192,8192
random,17,131072,15,1000000,1048576
random,17,131072,15,8000000,8388608
random,17,131072,16,8192,8192
random,17,131072,16,1000000,1048576
random,17,131072,16,8000000,8388608
random,17,131072,17,8192,8192
random,17,131072,17,1000000,1048576
random,17,131072,17,8000000,8388608
random,17,131072,18,8192,8192
random,17,131072,18,1000000,1048576
random,17,131072,18,8000000,8388608
random,17,131072,19,8192,8192
random,17,131072,19,1000000,1048576
random,17,131072,19,8000000,8388608
random,17,131072,20,8192,8192
random,17,131072,20,1000000,1048576
random,17,131072,20,8000000,8388608
random,18,262144,1,8192,16384
random,18,262144,1,1000000,2097152
random,18,262144,1,8000000,16777216
random,18,262144,2,8192,16384
random,18,262144,2,1000000,2097152
random,18,262144,2,8000000,16777216
random,18,262144,3,8192,16384
random,18,262144,3,1000000,2097152
random,18,262144,3,8000000,16777216
random,18,262144,4,8192,16384
random,18,262144,4,1000000,2097152
random,18,262144,4,8000000,16777216
random,18,262144,5,8192,16384
random,18,262144,5,1000000,2097152
random,18,262144,5,8000000,16777216
random,18,262144,6,8192,16384
random,18,262144,6,1000000,2097152
random,18,262144,6,8000000,16777216
random,18,262144,7,8192,16384
random,18,262144,7,1000000,2097152
random,18,262144,7,8000000,16777216
random,18,262144,8,8192,16384
random,18,262144,8,1000000,2097152
random,18,262144,8,8000000,16777216
random,18,262144,9,8192,16384
random,18,262144,9,1000000,2097152
random,18,262144,9,8000000,16777216
random,18,262144,10,8192,16384
random,18,262144,10,1000000,2097152
random,18,262144,10,8000000,16777216
random,18,262144,11,8192,16384
random,18,262144,11,1000000,2097152
random,18,262144,11,8000000,16777216
random,18,262144,12,8192,16384
random,18,262144,12,1000000,2097152
random,18,262144,12,8000000,16777216
random,18,262144,13,8192,16384
random,18,262144,13,1000000,2097152
random,18,262144,13,8000000,16777216
random,18,262144,14,8192,16384
random,18,262144,14,1000000,2097152
random,18,262144,14,8000000,16777216
random,18,262144,15,8192,16384
random,18,262144,15,1000000,2097152
random,18,262144,15,8000000,16777216
random,18,262144,16,8192,16384
random,18,262144,16,1000000,2097152
random,18,262144,16,8000000,16777216
random,18,262144,17,8192,16384
random,18,262144,17,1000000,2097152
random,18,262144,17,8000000,16777216
random,18,262144,18,8192,16384
random,18,262144,18,1000000,2097152
random,18,262144,18,8000000,16777216
random,18,262144,19,8192,16384
random,18,262144,19,1000000,2097152
random,18,262144,19,8000000,16777216
random,18,262144,20,8192,16384
random,18,262144,20,1000000,2097152
random,18,262144,20,8000000,16777216
random,19,524288,1,8192,16384
random,19,524288,1,1000000,2097152
random,19,524288,1,8000000,16777216
random,19,524288,2,8192,16384
random,19,524288,2,1000000,2097152
random,19,524288,2,8000000,16777216
random,19,524288,3,8192,16384
random,19,524288,3,1000000,2097152
random,19,524288,3,8000000,16777216
random,19,524288,4,8192,16384
random,19,524288,4,1000000,2097152
random,19,524288,4,8000000,16777216
random,19,524288,5,8192,16384
random,19,524288,5,1000000,2097152
random,19,524288,5,8000000,16777216
random,19,524288,6,8192,16384
random,19,524288,6,1000000,2097152
random,19,524288,6,8000000,16777216
random,19,524288,7,8192,16384
random,19,524288,7,1000000,2097152
random,19,524288,7,8000000,16777216
random,19,524288,8,8192,16384
random,19,524288,8,1000000,2097152
random,19,524288,8,8000000,16777216
random,19,524288,9,8192,16384
random,19,524288,9,1000000,2097152
random,19,524288,9,8000000,16777216
random,19,524288,10,8192,16384
random,19,524288,10,1000000,2097152
random,19,524288,10,8000000,16777216
random,19,524288,11,8192,16384
random,19,524288,11,1000000,2097152
random,19,524288,11,8000000,16777216
random,19,524288,12,8192,16384
random,19,524288,12,1000000,2097152
random,19,524288,12,8000000,16777216
random,19,524288,13,8192,16384
random,19,524288,13,1000000,2097152
random,19,524288,13,8000000,16777216
random,19,524288,14,8192,16384
random,19,524288,14,1000000,2097152
random,19,524288,14,8000000,16777216
random,19,524288,15,8192,16384
random,19,524288,15,1000000,2097152
random,19,524288,15,8000000,16777216
random,19,524288,16,8192,16384
random,19,524288,16,1000000,2097152
random,19,524288,16,8000000,16777216
random,19,524288,17,8192,16384
random,19,524288,17,1000000,2097152
random,19,524288,17,8000000,16777216
random,19,524288,18,8192,16384
random,19,524288,18,1000000,2097152
random,19,524288,18,8000000,16777216
random,19,524288,19,8192,16384
random,19,524288,19,1000000,2097152
random,19,524288,19,8000000,16777216
random,19,524288,20,8192,16384
random,19,524288,20,1000000,2097152
random,19,524288,20,8000000,16777216
random,20,1048576,1,8192,32768
random,20,1048576,1,1000000,4194304
random,20,1048576,1,8000000,33554432
random,20,1048576,2,8192,32768
random,20,1048576,2,1000000,4194304
random,20,1048576,2,8000000,33554432
random,20,1048576,3,8192,32768
random,20,1048576,3,1000000,4194304
random,20,1048576,3,8000000,33554432
random,20,1048576,4,8192,32768
random,20,1048576,4,1000000,4194304
random,20,1048576,4,8000000,33554432
random,20,1048576,5,8192,32768
random,20,1048576,5,1000000,4194304
random,20,1048576,5,8000000,33554432
random,20,1048576,6,8192,32768
random,20,1048576,6,1000000,4194304
random,20,1048576,6,8000000,33554432
random,20,1048576,7,8192,32768
random,20,1048576,7,1000000,4194304
random,20,1048576,7,8000000,33554432
random,20,1048576,8,8192,32768
random,20,1048576,8,1000000,4194304
random,20,1048576,8,8000000,33554432
random,20,1048576,9,8192,32768
random,20,1048576,9,1000000,4194304
random,20,1048576,9,8000000,33554432
random,20,1048576,10,8192,32768
random,20,1048576,10,1000000,4194304
random,20,1048576,10,8000000,33554432
random,20,1048576,11,8192,32768
random,20,1048576,11,1000000,4194304
random,20,1048576,11,8000000,33554432
random,20,1048576,12,8192,32768
random,20,1048576,12,1000000,4194304
random,20,1048576,12,8000000,33554432
random,20,1048576,13,8192,32768
random,20,1048576,13,1000000,4194304
random,20,1048576,13,8000000,33554432
random,20,1048576,14,8192,32768
random,20,1048576,14,1000000,4194304
random,20,1048576,14,8000000,33554432
random,20,1048576,15,8192,32768
random,20,1048576,15,1000000,4194304
random,20,1048576,15,8000000,33554432
random,20,1048576,16,8192,32768
random,20,1048576,16,1000000,4194304
random,20,1048576,16,8000000,33554432
random,20,1048576,17,8192,32768
random,20,1048576,17,1000000,4194304
random,20,1048576,17,8000000,33554432
random,20,1048576,18,8192,32768
random,20,1048576,18,1000000,4194304
random,20,1048576,18,8000000,33554432
random,20,1048576,19,8192,32768
random,20,1048576,19,1000000,4194304
random,20,1048576,19,8000000,33554432
random,20,1048576,20,8192,32768
random,20,1048576,20,1000000,4194304
random,20,1048576,20,8000000,33554432
random,21,2097152,1,8192,32768
random,21,2097152,1,1000000,4194304
random,21,2097152,1,8000000,33554432
random,21,2097152,2,8192,32768
random,21,2097152,2,1000000,4194304
random,21,2097152,2,8000000,33554432
random,21,2097152,3,8192,32768
random,21,2097152,3,1000000,4194304
random,21,2097152,3,8000000,33554432
random,21,2097152,4,8192,32768
random,21,2097152,4,1000000,4194304
random,21,2097152,4,8000000,33554432
random,21,2097152,5,8192,32768
random,21,2097152,5,1000000,4194304
random,21,2097152,5,8000000,33554432
random,21,2097152,6,8192,32768
random,21,2097152,6,1000000,4194304
random,21,2097152,6,8000000,33554432
random,21,2097152,7,8192,32768
random,21,2097152,7,1000000,4194304
random,21,2097152,7,8000000,33554432
random,21,2097152,8,8192,32768
random,21,2097152,8,1000000,4194304
random,21,2097152,8,8000000,33554432
random,21,2097152,9,8192,32768
random,21,2097152,9,1000000,4194304
random,21,2097152,9,8000000,33554432
random,21,2097152,10,8192,32768
random,21,2097152,10,1000000,4194304
random,21,2097152,10,8000000,33554432
random,21,2097152,11,8192,32768
random,21,2097152,11,1000000,4194304
random,21,2097152,11,8000000,33554432
random,21,2097152,12,8192,32768
random,21,2097152,12,1000000,4194304
random,21,2097152,12,8000000,33554432
random,21,2097152,13,8192,32768
random,21,2097152,13,1000000,4194304
random,21,2097152,13,8000000,33554432
random,21,2097152,14,8192,32768
random,21,2097152,14,1000000,4194304
random,21,2097152,14,8000000,33554432
random,21,2097152,15,8192,32768
random,21,2097152,15,1000000,4194304
random,21,2097152,15,8000000,33554432
random,21,2097152,16,8192,32768
random,21,2097152,16,1000000,4194304
random,21,2097152,16,8000000,33554432
random,21,2097152,17,8192,32768
random,21,2097152,17,1000000,4194304
random,21,2097152,17,8000000,33554432
random,21,2097152,18,8192,32768
random,21,2097152,18,1000000,4194304
random,21,2097152,18,8000000,33554432
random,21,2097152,19,8192,32768
random,21,2097152,19,1000000,4194304
random,21,2097152,19,8000000,33554432
random,21,2097152,20,8192,32768
random,21,2097152,20,1000000,4194304
random,21,2097152,20,8000000,33554432
random,22,4194304,1,8192,65536
random,22,4194304,1,1000000,8388608
random,22,4194304,1,8000000,67108864
random,22,4194304,2,8192,65536
random,22,4194304,2,1000000,8388608
random,22,4194304,2,8000000,67108864
random,22,4194304,3,8192,65536
random,22,4194304,3,1000000,8388608
random,22,4194304,3,8000000,67108864
random,22,4194304,4,8192,65536
random,22,4194304,4,1000000,8388608
random,22,4194304,4,8000000,67108864
random,22,4194304,5,8192,65536
random,22,4194304,5,1000000,8388608
random,22,4194304,5,8000000,67108864
random,22,4194304,6,8192,65536
random,22,4194304,6,1000000,8388608
random,22,4194304,6,8000000,67108864
random,22,4194304,7,8192,65536
random,22,4194304,7,1000000,8388608
random,22,4194304,7,8000000,67108864
random,22,4194304,8,8192,65536
random,22,4194304,8,1000000,8388608
random,22,4194304,8,8000000,67108864
random,22,4194304,9,8192,65536
random,22,4194304,9,1000000,8388608
random,22,4194304,9,8000000,67108864
random,22,4194304,10,8192,65536
random,22,4194304,10,1000000,8388608
random,22,4194304,10,8000000,67108864
random,22,4194304,11,8192,65536
random,22,4194304,11,1000000,8388608
random,22,4194304,11,8000000,67108864
random,22,4194304,12,8192,65536
random,22,4194304,12,1000000,8388608
random,22,4194304,12,8000000,67108864
random,22,4194304,13,8192,65536
random,22,4194304,13,1000000,8388608
random,22,4194304,13,8000000,67108864
random,22,4194304,14,8192,65536
random,22,4194304,14,1000000,8388608
random,22,4194304,14,8000000,67108864
random,22,4194304,15,8192,65536
random,22,4194304,15,1000000,8388608
random,22,4194304,15,8000000,67108864
random,22,4194304,16,8192,65536
random,22,4194304,16,1000000,8388608
random,22,4194304,16,8000000,67108864
random,22,4194304,17,8192,65536
random,22,4194304,17,1000000,8388608
random,22,4194304,17,8000000,67108864
random,22,4194304,18,8192,65536
random,22,4194304,18,1000000,8388608
random,22,4194304,18,8000000,67108864
random,22,4194304,19,8192,65536
random,22,4194304,19,1000000,8388608
random,22,4194304,19,8000000,67108864
random,22,4194304,20,8192,65536
random,22,4194304,20,1000000,8388608
random,22,4194304,20,8000000,67108864
random,23,8388608,1,8192,65536
random,23,8388608,1,1000000,8388608
random,23,8388608,1,8000000,67108864
random,23,8388608,2,8192,65536
random,23,8388608,2,1000000,8388608
random,23,8388608,2,8000000,67108864
random,23,8388608,3,8192,65536
random,23,8388608,3,1000000,8388608
random,23,8388608,3,8000000,67108864
random,23,8388608,4,8192,65536
random,23,8388608,4,1000000,8388608
random,23,8388608,4,8000000,67108864
random,23,8388608,5,8192,65536
random,23,8388608,5,1000000,8388608
random,23,8388608,5,8000000,67108864
random,23,8388608,6,8192,65536
random,23,8388608,6,1000000,8388608
random,23,8388608,6,8000000,67108864
random,23,8388608,7,8192,65536
random,23,8388608,7,1000000,8388608
random,23,8388608,7,8000000,67108864
random,23,8388608,8,8192,65536
random,23,8388608,8,1000000,8388608
random,23,8388608,8,8000000,67108864
random,23,8388608,9,8192,65536
random,23,8388608,9,1000000,8388608
random,23,8388608,9,8000000,67108864
random,23,8388608,10,8192,65536
random,23,8388608,10,1000000,8388608
random,23,8388608,10,8000000,67108864
random,23,8388608,11,8192,65536
random,23,8388608,11,1000000,8388608
random,23,8388608,11,8000000,67108864
random,23,8388608,12,8192,65536
random,23,8388608,12,1000000,8388608
random,23,8388608,12,8000000,67108864
random,23,8388608,13,8192,65536
random,23,8388608,13,1000000,8388608
random,23,8388608,13,8000000,67108864
random,23,8388608,14,8192,65536
random,23,8388608,14,1000000,8388608
random,23,8388608,14,8000000,67108864
random,23,8388608,15,8192,65536
random,23,8388608,15,1000000,8388608
random,23,8388608,15,8000000,67108864
random,23,8388608,16,8192,65536
random,23,8388608,16,1000000,8388608
random,23,8388608,16,8000000,67108864
random,23,8388608,17,8192,65536
random,23,8388608,17,1000000,8388608
random,23,8388608,17,8000000,67108864
random,23,8388608,18,8192,65536
random,23,8388608,18,1000000,8388608
random,23,8388608,18,8000000,67108864
random,23,8388608,19,8192,65536
random,23,8388608,19,1000000,8388608
random,23,8388608,19,8000000,67108864
random,23,8388608,20,8192,65536
random,23,8388608,20,1000000,8388608
random,23,8388608,20,8000000,67108864
random,24,16777216,1,8192,131072
random,24,16777216,1,1000000,16777216
random,24,16777216,1,8000000,134217728
random,24,16777216,2,8192,131072
random,24,16777216,2,1000000,16777216
random,24,16777216,2,8000000,134217728
random,24,16777216,3,8192,131072
random,24,16777216,3,1000000,16777216
random,24,16777216,3,8000000,134217728
random,24,16777216,4,8192,131072
random,24,16777216,4,1000000,16777216
random,24,16777216,4,8000000,134217728
random,24,16777216,5,8192,131072
random,24,16777216,5,1000000,16777216
random,24,16777216,5,8000000,134217728
random,24,16777216,6,8192,131072
random,24,16777216,6,1000000,16777216
random,24,16777216,6,8000000,134217728
random,24,16777216,7,8192,131072
random,24,16777216,7,1000000,16777216
random,24,16777216,7,8000000,134217728
random,24,16777216,8,8192,131072
random,24,16777216,8,1000000,16777216
random,24,16777216,8,8000000,134217728
random,24,16777216,9,8192,131072
random,24,16777216,9,1000000,16777216
random,24,16777216,9,8000000,134217728
random,24,16777216,10,8192,131072
random,24,16777216,10,1000000,16777216
random,24,16777216,10,8000000,134217728
random,24,16777216,11,8192,131072
random,24,16777216,11,1000000,16777216
random,24,16777216,11,8000000,134217728
random,24,16777216,12,8192,131072
random,24,16777216,12,1000000,16777216
random,24,16777216,12,8000000,134217728
random,24,16777216,13,8192,131072
random,24,16777216,13,1000000,16777216
random,24,16777216,13,8000000,134217728
random,24,16777216,14,8192,131072
random,24,16777216,14,1000000,16777216
random,24,16777216,14,8000000,134217728
random,24,16777216,15,8192,131072
random,24,16777216,15,1000000,16777216
random,24,16777216,15,8000000,134217728
random,24,16777216,16,8192,131072
random,24,16777216,16,1000000,16777216
random,24,16777216,16,8000000,134217728
random,24,16777216,17,8192,131072
random,24,16777216,17,1000000,16777216
random,24,16777216,17,8000000,134217728
random,24,16777216,18,8192,131072
random,24,16777216,18,1000000,16777216
random,24,16777216,18,8000000,134217728
random,24,16777216,19,8192,131072
random,24,16777216,19,1000000,16777216
random,24,16777216,19,8000000,134217728
random,24,16777216,20,8192,131072
random,24,16777216,20,1000000,16777216
random,24,16777216,20,8000000,134217728
