mode,set_size_bit,set_size,num_clients_per_server,max_weight,recommended_weight_scale_div
worst_overlap,12,4096,5,1000000,524288
worst_overlap,12,4096,5,8000000,4194304
worst_overlap,12,4096,6,8192,4096
worst_overlap,12,4096,6,1000000,524288
worst_overlap,12,4096,6,8000000,4194304
worst_overlap,12,4096,7,8192,4096
worst_overlap,12,4096,7,1000000,524288
worst_overlap,12,4096,7,8000000,4194304
worst_overlap,12,4096,8,8192,4096
worst_overlap,12,4096,8,1000000,524288
worst_overlap,12,4096,8,8000000,4194304
worst_overlap,12,4096,9,8192,4096
worst_overlap,12,4096,9,1000000,524288
worst_overlap,12,4096,9,8000000,4194304
worst_overlap,12,4096,10,8192,4096
worst_overlap,12,4096,10,1000000,524288
worst_overlap,12,4096,10,8000000,4194304
worst_overlap,12,4096,11,8192,8192
worst_overlap,12,4096,11,1000000,524288
worst_overlap,12,4096,11,8000000,4194304
worst_overlap,12,4096,12,8192,8192
